"gene_id"	"GO.ID"	"GO.names"
"FBgn0000147"	"FBgn0000147"	"GO:0000780, GO:0004674, GO:0004712, GO:0005515, GO:0005524, GO:0005737, GO:0005813, GO:0005876, GO:0007052, GO:0007098, GO:0007100, GO:0007279, GO:0018105, GO:0031616, GO:0032133, GO:0032465, GO:0035174, GO:0045167, GO:0045739, GO:0050767, GO:0051233, GO:0051294, GO:0051299, GO:0098725, GO:1903827, GO:1904776"	"condensed nuclear chromosome, centromeric region, protein serine/threonine kinase activity, protein serine/threonine/tyrosine kinase activity, protein binding, ATP binding, cytoplasm, centrosome, spindle microtubule, mitotic spindle organization, centrosome cycle, mitotic centrosome separation, pole cell formation, peptidyl-serine phosphorylation, spindle pole centrosome, chromosome passenger complex, regulation of cytokinesis, histone serine kinase activity, asymmetric protein localization involved in cell fate determination, positive regulation of DNA repair, regulation of neurogenesis, spindle midzone, establishment of spindle orientation, centrosome separation, symmetric cell division, regulation of cellular protein localization, regulation of protein localization to cell cortex"
"FBgn0000150"	"FBgn0000150"	"GO:0000278, GO:0000287, GO:0004550, GO:0005524, GO:0005525, GO:0005874, GO:0005880, GO:0005886, GO:0006163, GO:0006165, GO:0006183, GO:0006220, GO:0006228, GO:0006241, GO:0006468, GO:0007017, GO:0007424, GO:0007427, GO:0008017, GO:0009117, GO:0016301, GO:0016334, GO:0018105, GO:0034332, GO:0035152, GO:0046777"	"mitotic cell cycle, magnesium ion binding, nucleoside diphosphate kinase activity, ATP binding, GTP binding, microtubule, nuclear microtubule, plasma membrane, purine nucleotide metabolic process, nucleoside diphosphate phosphorylation, GTP biosynthetic process, pyrimidine nucleotide metabolic process, UTP biosynthetic process, CTP biosynthetic process, protein phosphorylation, microtubule-based process, open tracheal system development, epithelial cell migration, open tracheal system, microtubule binding, nucleotide metabolic process, kinase activity, establishment or maintenance of polarity of follicular epithelium, peptidyl-serine phosphorylation, adherens junction organization, regulation of tube architecture, open tracheal system, protein autophosphorylation"
"FBgn0000152"	"FBgn0000152"	"GO:0000212, GO:0005640, GO:0005783, GO:0005819, GO:0005938, GO:0016021, GO:0016321, GO:0032837"	"meiotic spindle organization, nuclear outer membrane, endoplasmic reticulum, spindle, cell cortex, integral component of membrane, female meiosis chromosome segregation, distributive segregation"
"FBgn0000153"	"FBgn0000153"	"GO:0004068, GO:0006212, GO:0007632, GO:0019483, GO:0019752, GO:0030170, GO:0048066"	"aspartate 1-decarboxylase activity, uracil catabolic process, visual behavior, beta-alanine biosynthetic process, carboxylic acid metabolic process, pyridoxal phosphate binding, developmental pigmentation"
"FBgn0000157"	"FBgn0000157"	"GO:0000978, GO:0003700, GO:0005634, GO:0006357, GO:0007449, GO:0007469, GO:0007479, GO:0007480, GO:0007485, GO:0007487, GO:0008587, GO:0010092, GO:0010629, GO:0016319, GO:0021553, GO:0035114, GO:0035215, GO:0042048, GO:0043565, GO:0045893, GO:0048264, GO:0048728"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, nucleus, regulation of transcription by RNA polymerase II, proximal/distal pattern formation, imaginal disc, antennal development, leg disc proximal/distal pattern formation, imaginal disc-derived leg morphogenesis, imaginal disc-derived male genitalia development, analia development, imaginal disc-derived wing margin morphogenesis, specification of animal organ identity, negative regulation of gene expression, mushroom body development, olfactory nerve development, imaginal disc-derived appendage morphogenesis, genital disc development, olfactory behavior, sequence-specific DNA binding, positive regulation of transcription, DNA-templated, determination of ventral identity, proboscis development"
"FBgn0000158"	"FBgn0000158"	"GO:0000900, GO:0001708, GO:0003730, GO:0005737, GO:0007140, GO:0007276, GO:0007281, GO:0007282, GO:0007283, GO:0007284, GO:0017148, GO:0030718, GO:0030727, GO:0035212, GO:0042078, GO:0043130, GO:0045169, GO:0045170, GO:0045478, GO:0048132, GO:0048135, GO:0048477, GO:0098730, GO:1903003, GO:2000738"	"translation repressor activity, mRNA regulatory element binding, cell fate specification, mRNA 3'-UTR binding, cytoplasm, male meiotic nuclear division, gamete generation, germ cell development, cystoblast division, spermatogenesis, spermatogonial cell division, negative regulation of translation, germ-line stem cell population maintenance, germarium-derived female germ-line cyst formation, cell competition in a multicellular organism, germ-line stem cell division, ubiquitin binding, fusome, spectrosome, fusome organization, female germ-line stem cell asymmetric division, female germ-line cyst formation, oogenesis, male germline stem cell symmetric division, positive regulation of protein deubiquitination, positive regulation of stem cell differentiation"
"FBgn0000163"	"FBgn0000163"	"GO:0000226, GO:0001738, GO:0003401, GO:0005515, GO:0005737, GO:0005912, GO:0005914, GO:0005915, GO:0005938, GO:0007043, GO:0007155, GO:0007163, GO:0007294, GO:0007298, GO:0007299, GO:0007314, GO:0007377, GO:0007416, GO:0008104, GO:0008356, GO:0008594, GO:0016324, GO:0016325, GO:0016327, GO:0016332, GO:0030010, GO:0030709, GO:0034332, GO:0035003, GO:0035089, GO:0035091, GO:0040001, GO:0043296, GO:0045167, GO:0045175, GO:0045176, GO:0045177, GO:0045179, GO:0045186, GO:0045196, GO:0045197, GO:0051490, GO:0051660, GO:0055059, GO:0060446, GO:0070300, GO:0072002, GO:0090175, GO:0090250, GO:0098592"	"microtubule cytoskeleton organization, morphogenesis of a polarized epithelium, axis elongation, protein binding, cytoplasm, adherens junction, spot adherens junction, zonula adherens, cell cortex, cell-cell junction assembly, cell adhesion, establishment or maintenance of cell polarity, germarium-derived oocyte fate determination, border follicle cell migration, ovarian follicle cell-cell adhesion, oocyte anterior/posterior axis specification, germ-band extension, synapse assembly, protein localization, asymmetric cell division, photoreceptor cell morphogenesis, apical plasma membrane, oocyte microtubule cytoskeleton organization, apicolateral plasma membrane, establishment or maintenance of polarity of embryonic epithelium, establishment of cell polarity, border follicle cell delamination, adherens junction organization, subapical complex, establishment of apical/basal cell polarity, phosphatidylinositol binding, establishment of mitotic spindle localization, apical junction complex, asymmetric protein localization involved in cell fate determination, basal protein localization, apical protein localization, apical part of cell, apical cortex, zonula adherens assembly, establishment or maintenance of neuroblast polarity, establishment or maintenance of epithelial cell apical/basal polarity, negative regulation of filopodium assembly, establishment of centrosome localization, asymmetric neuroblast division, branching involved in open tracheal system development, phosphatidic acid binding, Malpighian tubule development, regulation of establishment of planar polarity, cell-cell adhesion involved in establishment of planar polarity, cytoplasmic side of apical plasma membrane"
"FBgn0000166"	"FBgn0000166"	"GO:0000978, GO:0000981, GO:0003700, GO:0003730, GO:0005515, GO:0005634, GO:0006355, GO:0007355, GO:0007367, GO:0008293, GO:0008358, GO:0008595, GO:0009948, GO:0017148, GO:0030371, GO:0045182, GO:0045944, GO:0048477"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, DNA-binding transcription factor activity, mRNA 3'-UTR binding, protein binding, nucleus, regulation of transcription, DNA-templated, anterior region determination, segment polarity determination, torso signaling pathway, maternal determination of anterior/posterior axis, embryo, anterior/posterior axis specification, embryo, anterior/posterior axis specification, negative regulation of translation, translation repressor activity, translation regulator activity, positive regulation of transcription by RNA polymerase II, oogenesis"
"FBgn0000173"	"FBgn0000173"	"GO:0000209, GO:0005634, GO:0006301, GO:0006979, GO:0007409, GO:0007412, GO:0007625, GO:0007629, GO:0007630, GO:0008594, GO:0010942, GO:0031624, GO:0031625, GO:0035370, GO:0045977, GO:0046330, GO:0048471, GO:0051124, GO:0060074, GO:0061057, GO:0061631, GO:0070534, GO:0072347, GO:1902916"	"protein polyubiquitination, nucleus, postreplication repair, response to oxidative stress, axonogenesis, axon target recognition, grooming behavior, flight behavior, jump response, photoreceptor cell morphogenesis, positive regulation of cell death, ubiquitin conjugating enzyme binding, ubiquitin protein ligase binding, UBC13-UEV1A complex, positive regulation of mitotic cell cycle, embryonic, positive regulation of JNK cascade, perinuclear region of cytoplasm, synaptic growth at neuromuscular junction, synapse maturation, peptidoglycan recognition protein signaling pathway, ubiquitin conjugating enzyme activity, protein K63-linked ubiquitination, response to anesthetic, positive regulation of protein polyubiquitination"
"FBgn0000179"	"FBgn0000179"	"GO:0000122, GO:0000977, GO:0000978, GO:0001102, GO:0001228, GO:0001708, GO:0001745, GO:0003677, GO:0005515, GO:0005634, GO:0007472, GO:0007476, GO:0035265, GO:0045944, GO:0048066, GO:0048100"	"negative regulation of transcription by RNA polymerase II, RNA polymerase II regulatory region sequence-specific DNA binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, RNA polymerase II activating transcription factor binding, DNA-binding transcription activator activity, RNA polymerase II-specific, cell fate specification, compound eye morphogenesis, DNA binding, protein binding, nucleus, wing disc morphogenesis, imaginal disc-derived wing morphogenesis, organ growth, positive regulation of transcription by RNA polymerase II, developmental pigmentation, wing disc anterior/posterior pattern formation"
"FBgn0000180"	"FBgn0000180"	"GO:0005216, GO:0005261, GO:0005372, GO:0005886, GO:0005912, GO:0007398, GO:0007498, GO:0015267, GO:0016021, GO:0030707, GO:0031410, GO:0044719, GO:0045747, GO:0046331, GO:0048665, GO:0055085, GO:0098609"	"ion channel activity, cation channel activity, water transmembrane transporter activity, plasma membrane, adherens junction, ectoderm development, mesoderm development, channel activity, integral component of membrane, ovarian follicle cell development, cytoplasmic vesicle, regulation of imaginal disc-derived wing size, positive regulation of Notch signaling pathway, lateral inhibition, neuron fate specification, transmembrane transport, cell-cell adhesion"
"FBgn0000181"	"FBgn0000181"	"GO:0001700, GO:0005515, GO:0005829, GO:0005854, GO:0007317, GO:0007318, GO:0015031, GO:0042788, GO:0060811, GO:0070201"	"embryonic development via the syncytial blastoderm, protein binding, cytosol, nascent polypeptide-associated complex, regulation of pole plasm oskar mRNA localization, pole plasm protein localization, protein transport, polysomal ribosome, intracellular mRNA localization involved in anterior/posterior axis specification, regulation of establishment of protein localization"
"FBgn0000182"	"FBgn0000182"	"GO:0000226, GO:0000278, GO:0003723, GO:0003729, GO:0005515, GO:0007297, GO:0007319, GO:0008104, GO:0030036, GO:0048477"	"microtubule cytoskeleton organization, mitotic cell cycle, RNA binding, mRNA binding, protein binding, ovarian follicle cell migration, negative regulation of oskar mRNA translation, protein localization, actin cytoskeleton organization, oogenesis"
"FBgn0000183"	"FBgn0000183"	"GO:0003729, GO:0005515, GO:0005737, GO:0005794, GO:0005829, GO:0007293, GO:0007294, GO:0007309, GO:0007312, GO:0008093, GO:0008103, GO:0008298, GO:0016325, GO:0017137, GO:0030100, GO:0030669, GO:0032050, GO:0048477, GO:0048488, GO:0050658, GO:0051028, GO:0070727, GO:0070840, GO:2000302, GO:2000370"	"mRNA binding, protein binding, cytoplasm, Golgi apparatus, cytosol, germarium-derived egg chamber formation, germarium-derived oocyte fate determination, oocyte axis specification, oocyte nucleus migration involved in oocyte dorsal/ventral axis specification, cytoskeletal adaptor activity, oocyte microtubule cytoskeleton polarization, intracellular mRNA localization, oocyte microtubule cytoskeleton organization, Rab GTPase binding, regulation of endocytosis, clathrin-coated endocytic vesicle membrane, clathrin heavy chain binding, oogenesis, synaptic vesicle endocytosis, RNA transport, mRNA transport, cellular macromolecule localization, dynein complex binding, positive regulation of synaptic vesicle exocytosis, positive regulation of clathrin-dependent endocytosis"
"FBgn0000206"	"FBgn0000206"	"GO:0004930, GO:0005118, GO:0005887, GO:0007186, GO:0007465, GO:0007601, GO:0008066, GO:0009749, GO:0035997, GO:0042593, GO:0045470, GO:0045500, GO:0048018, GO:0055088"	"G protein-coupled receptor activity, sevenless binding, integral component of plasma membrane, G protein-coupled receptor signaling pathway, R7 cell fate commitment, visual perception, glutamate receptor activity, response to glucose, rhabdomere microvillus membrane, glucose homeostasis, R8 cell-mediated photoreceptor organization, sevenless signaling pathway, receptor ligand activity, lipid homeostasis"
